Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	UZH_mean_numberOfNucleiHit	UZH_mean_numberOfInfectedNucleiHit	UZH_mean_infectionIndexHit	UZH_mean_numberOfPlaquesHit	UZH_mean_totalVirusIntensityHit	UZH_mean_numberOfNuclei_normalized	UZH_mean_numberOfInfectedNuclei_normalized	UZH_mean_infectionIndex_normalized	UZH_mean_numberOfPlaques_normalized	UZH_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-776	Guaifenesin	D	J9	BSF018295	BSF018299	BSF018303	BSF018307	0						1.119793751	1.047698354	0.938320334	0.860078829	0.866837797	
Prestw-777	Alexidine dihydrochloride	D	K9	BSF018295	BSF018299	BSF018303	BSF018307	1						0.187086747	0.113448182	0.619944304	0.01829955	0.149461548	
Prestw-778	Proadifen hydrochloride	D	L9	BSF018295	BSF018299	BSF018303	BSF018307	0						1.060746621	1.059315462	0.998637431	1.024774775	0.948104505	
Prestw-779	Zomepirac sodium salt	D	M9	BSF018295	BSF018299	BSF018303	BSF018307	0						0.952927401	0.973454553	1.025633399	1.03392455	1.014033032	
Prestw-780	Cinoxacin	D	O9	BSF018295	BSF018299	BSF018303	BSF018307	0						0.995023464	0.989603856	0.986627914	1.015625	1.01767072	
Prestw-781	Clobetasol propionate	D	P9	BSF018295	BSF018299	BSF018303	BSF018307	1						0.53807959	0.594837142	1.111426696	0.905827703	0.730537529	
Prestw-782	Podophyllotoxin	D	A10	BSF018295	BSF018299	BSF018303	BSF018307	1						0.149606209	0.023959726	0.161055349	0	0.125446519	
Prestw-783	Clofibric acid	D	B10	BSF018295	BSF018299	BSF018303	BSF018307	0						0.954095019	1.020290219	1.064946759	1.03392455	1.080634518	
Prestw-784	Bendroflumethiazide	D	C10	BSF018295	BSF018299	BSF018303	BSF018307	0						0.987619392	0.978972008	0.985692805	0.99732545	0.944464255	
Prestw-785	Dicumarol	D	D10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.003162448	0.966548778	0.95793808	0.933277027	0.907794969	
Prestw-786	Methimazole	D	E10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.022744089	1.054048801	1.026066922	1.052224099	1.030989979	
Prestw-787	Merbromin	D	F10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.020017358	1.062172715	1.035405673	1.03392455	1.014209697	
Prestw-788	Hexylcaine hydrochloride	D	G10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.040416331	1.077793561	1.037528353	0.924127252	1.024049848	
Prestw-789	Drofenine hydrochloride	D	H10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.006273807	1.04394541	1.034555878	0.960726351	1.026392281	
Prestw-790	Cycloheximide	D	J10	BSF018295	BSF018299	BSF018303	BSF018307	1						0.318484983	0.138402125	0.436650641	0.100647523	0.185285379	
Prestw-791	(R) -Naproxen sodium salt	D	K10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.033431228	0.962231549	0.930108148	0.924127252	0.897294798	
Prestw-792	Propidium iodide	D	L10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.040574303	1.114848285	1.066152237	1.070523649	1.072503917	
Prestw-793	Cloperastine hydrochloride	D	M10	BSF018295	BSF018299	BSF018303	BSF018307	0						0.975915739	0.877508166	0.895500889	0.905827703	0.83782755	
Prestw-794	Eucatropine hydrochloride	D	N10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.017208206	1.044034979	1.023655568	1.097972973	1.02224159	
Prestw-795	Isocarboxazid	D	O10	BSF018295	BSF018299	BSF018303	BSF018307	0						1.001836859	1.00589647	0.994427486	0.99732545	1.014887573	
Prestw-796	Lithocholic acid	D	P10	BSF018295	BSF018299	BSF018303	BSF018307	0						0.997743327	1.142829662	1.140737762	1.235219595	1.175854025	
Prestw-797	Methotrimeprazine maleat salt	D	A11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.896146824	0.950677139	1.060473751	0.99732545	1.067553329	
Prestw-798	Dienestrol	D	B11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.964500556	0.931948246	0.957400453	0.942426802	0.892973931	
Prestw-799	Pridinol methanesulfonate salt	D	C11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.95118971	0.950999587	0.99645924	0.869228604	0.971089033	
Prestw-800	Amrinone	D	F11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.97512588	0.97134968	0.987725955	0.99732545	0.976692338	
Prestw-801	Carbinoxamine maleate salt	D	G11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.947247282	0.967722132	1.008706251	0.924127252	0.985887172	
Prestw-802	Methazolamide	D	H11	BSF018295	BSF018299	BSF018303	BSF018307	0						1.021658891	1.105461446	1.076286169	1.006475225	1.078785284	
Prestw-803	Pyrithyldione	D	I11	BSF018295	BSF018299	BSF018303	BSF018307	0						1.017826357	1.098242179	1.080840529	0.942426802	1.113749718	
Prestw-804	Spectinomycin dihydrochloride	D	J11	BSF018295	BSF018299	BSF018303	BSF018307	0						1.001836859	1.112886722	1.108291312	1.162021396	1.186267575	
Prestw-805	Piromidic acid	D	K11	BSF018295	BSF018299	BSF018303	BSF018307	0						1.040375121	1.104028341	1.065285255	0.969876126	1.081735295	
Prestw-806	Trimipramine maleate salt	D	L11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.989336478	1.056243243	1.065561934	1.03392455	1.101041201	
Prestw-807	Chloropyramine hydrochloride	D	M11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.921511608	1.015847593	1.100570524	0.969876126	1.080172028	
Prestw-808	Furazolidone	D	N11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.931044865	1.051827488	1.125149511	1.070523649	1.107785363	
Prestw-809	Dichlorphenamide	D	O11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.962845285	1.070323501	1.105647486	1.043074324	1.123287366	
Prestw-810	Sulconazole nitrate	D	A12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.905879263	0.803792823	0.863747608	0.969876126	0.811954153	
Prestw-812	Cromolyn disodium salt	D	B12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.984611059	0.943072725	0.95200973	0.860078829	0.930116721	
Prestw-813	Bucladesine sodium salt	D	C12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.045917873	1.044635092	0.995203963	0.832629505	0.957617878	
Prestw-814	Cefsulodin sodium salt	D	D12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.013183358	1.020603711	1.009018711	0.942426802	0.978669663	
Prestw-815	Fosfosal	D	E12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.031370726	1.044500738	1.012316968	1.006475225	0.988229672	
Prestw-816	Suprofen	D	F12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.050210586	1.066203324	1.017698996	0.979025901	1.00680787	
Prestw-818	Nadolol	D	G12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.031027309	1.045315817	1.003102116	0.933277027	0.97272703	
Prestw-819	Moxalactam disodium salt	D	H12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.015113362	1.042476477	1.024951121	0.979025901	1.001031729	
Prestw-820	Aminophylline	D	I12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.073439316	1.140769573	1.057879302	0.914977477	1.00005683	
Prestw-821	Azlocillin sodium salt	D	J12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.048720156	1.012103606	0.957593982	0.841779279	0.920206152	
Prestw-822	Clidinium bromide	D	K12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.021686365	1.05761365	1.038362574	1.024774775	1.030191597	
Prestw-823	Sulfamonomethoxine	D	L12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.054990951	1.072285063	1.011268294	0.896677928	0.99733529	
Prestw-824	Benzthiazide	D	M12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.977206987	0.964551387	0.98107899	0.933277027	0.966923602	
Prestw-825	Trichlormethiazide	D	N12	BSF018295	BSF018299	BSF018303	BSF018307	0						1.051179022	1.027706538	0.975512503	0.969876126	0.945593127	
Prestw-826	Oxalamine citrate salt	D	O12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.973745343	1.028288737	1.048221557	1.015625	1.060621576	
Prestw-827	Propantheline bromide	D	P12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.997839484	0.969647867	0.964449419	0.988175676	0.939595187	
Prestw-829	Dimethadione	D	A13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.946251373	0.926824896	0.980428372	1.043074324	0.980303979	
Prestw-830	Ethaverine hydrochloride	D	C13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.901346158	0.777862577	0.851368293	0.832629505	0.75888495	
Prestw-831	Butacaine	D	D13	BSF018295	BSF018299	BSF018303	BSF018307	0						1.007771105	1.080695599	1.064642942	0.933277027	1.039172895	
Prestw-832	Cefoxitin sodium salt	D	E13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.98543526	1.079110226	1.085943638	1.079673423	1.118317342	
Prestw-833	Ifosfamide	D	F13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.968889426	1.035203469	1.061864716	1.079673423	1.089373007	
Prestw-834	Novobiocin sodium salt	D	G13	BSF018295	BSF018299	BSF018303	BSF018307	0						1.009446981	1.051934971	1.033492222	1.015625	1.012742509	
Prestw-836	Indoprofen	D	H13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.996610051	0.964005016	0.966436142	0.99732545	0.944031255	
Prestw-837	Carbenoxolone disodium salt	D	I13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.974061287	1.074425764	1.097569851	1.088823198	1.155403903	
Prestw-838	Iocetamic acid	D	J13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.975345666	1.045674093	1.073212202	1.079673423	1.09859816	
Prestw-839	Ganciclovir	D	K13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.965098101	1.080776211	1.113512217	1.143721847	1.173673749	
Prestw-840	Ethopropazine hydrochloride	D	M13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.909725534	0.969083582	1.062085482	1.070523649	1.02705305	
Prestw-842	Trimeprazine tartrate	D	N13	BSF018295	BSF018299	BSF018303	BSF018307	0						1.025312849	1.106410879	1.076855292	1.052224099	1.084446399	
Prestw-843	Nafcillin sodium salt monohydrate	D	O13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.898049354	0.980217018	1.086152201	1.079673423	1.095668908	
Prestw-844	Procyclidine hydrochloride	D	P13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.958216023	1.136541913	1.182677254	1.070523649	1.289598096	
Prestw-845	Amiprilose hydrochloride	D	A14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.953648576	1.034657098	1.081717002	1.125422297	1.147754902	
Prestw-846	Ethynylestradiol 3-methyl ether	D	B14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.971341423	0.959741528	0.987022773	0.82347973	0.975945307	
Prestw-847	(-) -Levobunolol hydrochloride	D	C14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.02075227	1.040622398	1.015104754	1.134572072	0.955339584	
Prestw-848	Iodixanol	D	D14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.015813933	1.010625716	0.993790494	0.924127252	0.933740993	
Prestw-850	Equilin	D	F14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.025512031	0.975675866	0.950417612	0.942426802	0.899470059	
Prestw-851	Paroxetine Hydrochloride	D	G14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.993567376	1.134222074	1.136719724	0.960726351	1.220982668	
Prestw-853	Liothyronine	D	H14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.052827424	0.973929269	0.921817742	0.896677928	0.894134471	
Prestw-854	Roxithromycin	D	I14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.014199873	1.090207834	1.072622871	0.960726351	1.083633985	
Prestw-855	Beclomethasone dipropionate	D	J14	BSF018295	BSF018299	BSF018303	BSF018307	1						0.583671639	0.631255926	1.077186158	0.878378378	0.696303306	
Prestw-856	Tolmetin sodium salt dihydrate	D	K14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.018114827	1.068352981	1.043409082	0.960726351	1.023376012	
Prestw-857	(+) -Levobunolol hydrochloride	D	L14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.095143274	1.099012473	1.010908368	1.015625	0.950341151	
Prestw-858	Doxazosin mesylate	D	M14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.971094163	1.149789179	1.181185204	1.052224099	1.253129109	
Prestw-859	Fluvastatin sodium salt	D	N14	BSF018295	BSF018299	BSF018303	BSF018307	0						1.024261993	1.023165386	0.99681243	0.979025901	0.928111311	
Prestw-860	Methylhydantoin-5-(L)	D	P14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.969390815	1.057703219	1.083384277	1.162021396	1.122594392	
Prestw-861	Gabapentin	D	A15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.957865738	1.098340705	1.140808945	1.03392455	1.143115909	
Prestw-862	Raloxifene hydrochloride	D	B15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.000497532	0.954241988	0.947808562	0.905827703	0.923199975	
Prestw-864	Methylhydantoin-5-(D)	D	C15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.040169071	0.949494827	0.91322522	0.924127252	0.853996923	
Prestw-865	Simvastatin	D	D15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.010539047	1.085595027	1.068814048	0.99732545	1.071493276	
Prestw-866	Azacytidine-5	D	E15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.008602175	0.896398283	0.887640472	1.052224099	0.850994092	
Prestw-867	Paromomycin sulfate	D	F15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.017050234	1.159874656	1.136990957	1.189470721	1.181509998	
Prestw-868	Acetaminophen	D	G15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.015690303	1.037630791	1.020791997	0.99732545	1.002291267	
Prestw-869	Phthalylsulfathiazole	D	H15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.003299815	1.070090621	1.065285505	0.942426802	1.043328872	
Prestw-870	Luteolin	D	J15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.047051149	1.056637347	1.0047617	0.914977477	1.022531269	
Prestw-871	Iopamidol	D	K15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.053727177	1.122372087	1.065562964	0.914977477	1.113937057	
Prestw-872	Iopromide	D	L15	BSF018295	BSF018299	BSF018303	BSF018307	0						1.050478451	1.062719087	1.009783136	0.914977477	0.969362088	
Prestw-873	Theophylline monohydrate	D	M15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.99135577	1.042306296	1.048067447	1.162021396	1.044085677	
Prestw-874	Theobromine	D	N15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.970256226	1.069848785	1.093987161	1.079673423	1.100961017	
Prestw-875	Reserpine	D	O15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.935646654	1.133621962	1.206355176	1.070523649	1.309586374	
Prestw-877	Scopolamine hydrochloride	D	P15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.976856702	1.026416743	1.048524239	1.052224099	1.093511089	
Prestw-878	Ioversol	D	A16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.856207419	0.952137115	1.112080834	1.125422297	1.113184944	
Prestw-880	Carbachol	D	C16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.942508127	0.8887043	0.942374553	0.768581081	0.915324286	
Prestw-881	Niacin	D	D16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.995092148	0.902793515	0.912406318	0.99732545	0.885784614	
Prestw-882	Bemegride	D	E16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.960482576	0.983602728	1.017551607	0.914977477	1.027691652	
Prestw-883	Digoxigenin	D	F16	BSF018295	BSF018299	BSF018303	BSF018307	1						0.099838208	0.013148739	0.133352402	0	0.086657178	
Prestw-884	Meglumine	D	G16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.922610542	1.00068355	1.082353183	1.088823198	1.070348917	
Prestw-886	Clioquinol	D	H16	BSF018295	BSF018299	BSF018303	BSF018307	0						1.031370726	1.039753578	1.004098033	0.99732545	0.969109717	
Prestw-887	Oxybenzone	D	I16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.984549244	0.976876091	0.984729705	1.070523649	0.957193629	
Prestw-888	Promethazine hydrochloride	D	J16	BSF018295	BSF018299	BSF018303	BSF018307	0						1.050038877	1.14772909	1.088945979	1.03392455	1.048055071	
Prestw-893	Felbinac	D	K16	BSF018295	BSF018299	BSF018303	BSF018307	0						1.049970194	1.11555588	1.067278108	1.024774775	1.073673034	
Prestw-894	Butylparaben	D	L16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.997708986	1.07241046	1.075853547	1.043074324	0.98368319	
Prestw-895	Aminohippuric acid	D	M16	BSF018295	BSF018299	BSF018303	BSF018307	0						1.022489961	1.015229567	0.995494992	1.015625	0.968192533	
Prestw-896	N-Acetyl-L-leucine	D	N16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.984810241	1.046301077	1.057860885	0.942426802	1.040457443	
Prestw-897	Pipemidic acid	D	O16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.941972396	1.026327174	1.081612806	0.979025901	1.093036849	
Prestw-898	Dioxybenzone	D	P16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.87872871	0.990857823	1.123074524	1.20777027	1.160654183	
Prestw-899	Adrenosterone	D	A17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.919760181	0.981847175	1.06287029	1.107122748	1.064165385	
Prestw-900	Methylatropine nitrate	D	D17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.015353754	1.034164468	1.009945952	0.914977477	0.961298354	
Prestw-901	Hymecromone	D	E17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.037174474	1.104924032	1.061025798	0.924127252	1.047014574	
Prestw-903	Diloxanide furoate	D	F17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.026940646	1.017952466	0.983952208	1.03392455	0.953723048	
Prestw-904	Metyrapone	D	G17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.013444355	1.05775696	1.039314819	1.015625	1.028636323	
Prestw-905	Urapidil hydrochloride	D	H17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.019680809	1.013456099	0.992349994	1.061373874	0.957248274	
Prestw-906	Fluspirilen	D	I17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.041130639	1.02529713	0.977906599	0.905827703	0.952095105	
Prestw-907	S-(+)-ibuprofen	D	J17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.087258419	1.081510677	0.991041708	0.905827703	0.95188798	
Prestw-908	Ethynodiol diacetate	D	K17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.992228049	1.090467584	1.09471043	1.253519144	1.134199953	
Prestw-909	Nabumetone	D	L17	BSF018295	BSF018299	BSF018303	BSF018307	0						1.013540512	1.050268986	1.036287883	0.960726351	0.973762812	
Prestw-910	Nisoxetine hydrochloride	D	N17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.994343498	1.064958314	1.059380077	0.914977477	1.102605166	
Prestw-911	(+)-Isoproterenol (+)-bitartrate salt	D	O17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.895281413	0.917482842	1.009525031	0.896677928	0.957317462	
Prestw-912	Monobenzone	D	P17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.938565699	1.107252828	1.176529662	1.143721847	1.238560352	
Prestw-913	2-Aminobenzenesulfonamide	D	A18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.948305007	0.958711484	1.008550143	1.006475225	1.027991046	
Prestw-914	Estrone	D	B18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.90448499	0.940734972	1.038082505	1.097972973	1.044107624	
Prestw-915	Lorglumide sodium salt	D	C18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.945660696	1.006460755	1.055362668	0.969876126	1.015224036	
Prestw-916	Nitrendipine	D	D18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.964871446	0.886912919	0.909966814	0.942426802	0.865715221	
Prestw-917	Flurbiprofen	D	E18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.975228905	1.05005402	1.071720421	1.079673423	1.058430316	
Prestw-918	Nimodipine	D	F18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.98886943	0.981721778	0.989118451	0.951576577	0.941959602	
Prestw-919	Bacitracin	D	G18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.963683223	1.039878974	1.073846837	1.061373874	1.087504985	
Prestw-920	L(-)-vesamicol hydrochloride	D	I18	BSF018295	BSF018299	BSF018303	BSF018307	0						1.063803033	0.973454553	0.913108361	0.887528153	0.907132547	
Prestw-921	Nizatidine	D	J18	BSF018295	BSF018299	BSF018303	BSF018307	0						1.050883683	1.133460737	1.07153327	0.99732545	1.065684598	
Prestw-922	Thioperamide maleate	D	K18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.964857709	1.045145636	1.079297929	0.933277027	1.111536647	
Prestw-923	Xamoterol hemifumarate	D	L18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.960407024	1.064008881	1.101861812	0.99732545	1.131099344	
Prestw-924	Rolipram	D	M18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.922638016	0.886626298	0.959821982	0.832629505	0.903111009	
Prestw-925	Thonzonium bromide	D	N18	BSF018295	BSF018299	BSF018303	BSF018307	0		1	1		1	0.841900664	0.539465544	0.63384745	0.539836712	0.48704702	
Prestw-926	Idazoxan hydrochloride	D	O18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.916703769	0.889716431	0.958030116	0.887528153	0.8941889	
Prestw-927	Quinapril HCl	D	P18	BSF018295	BSF018299	BSF018303	BSF018307	0						0.915948251	0.990714512	1.077938582	1.024774775	1.078237176	
Prestw-928	Nilutamide	D	A19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.924176524	0.924451315	0.995905442	0.869228604	0.965181732	
Prestw-929	Ketorolac tromethamine	D	B19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.964754684	0.897034223	0.915845687	0.99732545	0.879823806	
Prestw-930	Protriptyline hydrochloride	D	D19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.058452595	1.17159029	1.107202407	0.99732545	1.141821022	
Prestw-931	Propofol	D	E19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.959459193	1.00317357	1.04203776	1.097972973	1.021770851	
Prestw-932	S(-)Eticlopride hydrochloride	D	F19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.021906152	1.072732909	1.053900334	1.043074324	1.056345265	
Prestw-933	Primidone	D	G19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.993656664	1.044608221	1.051394412	0.960726351	1.017790378	
Prestw-934	Flucytosine	D	H19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.01019563	0.995246707	0.985030647	0.942426802	0.953779058	
Prestw-935	(-)-MK 801 hydrogen maleate	D	I19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.063638193	1.105622671	1.040105254	1.043074324	0.994972476	
Prestw-936	Bephenium hydroxynaphthoate	D	J19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.06712731	1.085747294	1.012970452	0.969876126	0.979374728	
Prestw-937	Dehydroisoandosterone 3-acetate	D	K19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.028513496	0.999429583	0.968177531	0.933277027	0.924827066	
Prestw-938	Benserazide hydrochloride	D	L19	BSF018295	BSF018299	BSF018303	BSF018307	0						1.009069222	1.081286755	1.067059279	1.006475225	1.088070084	
Prestw-939	Iodipamide	D	M19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.956347835	0.991377324	1.031670069	1.079673423	0.997664668	
Prestw-941	Pentetic acid	D	O19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.95384089	1.023523662	1.069096828	0.924127252	1.096549223	
Prestw-942	Bretylium tosylate	D	P19	BSF018295	BSF018299	BSF018303	BSF018307	0						0.9801329	0.991789341	1.005023916	1.03392455	0.964396499	
Prestw-943	Pralidoxime chloride	D	A20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.968017146	1.018140561	1.048356052	1.03392455	1.074407939	
Prestw-944	Phenoxybenzamine hydrochloride	D	B20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.996788628	0.93109734	0.93047363	0.905827703	0.931593259	
Prestw-945	Salmeterol	D	C20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.023987259	1.056700045	1.025679876	1.03392455	1.03528227	
Prestw-946	Altretamine	D	D20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.023643842	1.080077572	1.051260993	1.03392455	1.05167877	
Prestw-947	Prazosin hydrochloride	D	E20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.001555257	1.137867535	1.134121405	1.143721847	1.194141746	
Prestw-948	Timolol maleate salt	D	F20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.027510718	1.120598619	1.083634202	1.097972973	1.086349877	
Prestw-949	(+,-)-Octopamine hydrochloride	D	G20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.982756607	0.96987179	0.980913253	0.914977477	0.959616186	
Prestw-951	Crotamiton	D	I20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.071056002	1.045056066	0.981484601	0.99732545	0.916440121	
Prestw-953	(S)-(-)-Atenolol	D	J20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.056055544	1.086302623	1.025798763	0.99732545	0.991507641	
Prestw-954	Tyloxapol	D	K20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.01938547	1.172235187	1.146481793	1.006475225	1.209482558	
Prestw-955	Florfenicol	D	L20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.034118062	1.07267021	1.030712204	1.134572072	0.986294584	
Prestw-956	Megestrol acetate	D	M20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.948545399	0.881861223	0.927935652	0.914977477	0.930456899	
Prestw-957	Deoxycorticosterone	D	N20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.03524447	0.933264912	0.896482735	1.070523649	0.853334417	
Prestw-958	Urosiol	D	O20	BSF018295	BSF018299	BSF018303	BSF018307	0						0.926436208	1.001453844	1.070343675	1.052224099	1.148329615	
Prestw-959	Proparacaine hydrochloride	D	P20	BSF018295	BSF018299	BSF018303	BSF018307	0						1.002839636	1.047967061	1.042084386	1.079673423	1.04641958	
Prestw-960	Aminocaproic acid	D	B21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.951553732	0.992246144	1.04444314	0.869228604	1.054552072	
Prestw-961	Denatonium benzoate	D	C21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.934369143	0.966799571	1.031013084	0.979025901	1.006819386	
Prestw-963	Enilconazole	D	D21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.994810546	0.966736873	0.965543409	0.887528153	0.895770262	
Prestw-964	Methacycline hydrochloride	D	E21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.936347225	1.049812184	1.12334934	1.20777027	1.167706866	
Prestw-966	Sotalol hydrochloride	D	F21	BSF018295	BSF018299	BSF018303	BSF018307	0						1.011054173	1.043551306	1.02686622	1.070523649	1.006949876	
Prestw-968	Decamethonium bromide	D	G21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.926250763	0.93506525	1.00483078	1.070523649	1.005835892	
Prestw-971	Remoxipride Hydrochloride	D	I21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.99980383	1.021669583	1.017706493	0.887528153	0.997934186	
Prestw-972	THIP Hydrochloride	D	J21	BSF018295	BSF018299	BSF018303	BSF018307	0						0.954795589	0.958604001	1.001039949	0.99732545	0.977435803	
